dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,windspeed,casual,registered,cnt,day,dayInstant,pct_registered,pct_registered_hourly,pct_registered_monthly,day_night,temp*windspeed,hum^2
2011-01-02,47,1,0,1,23,0,0,0,1,0.22,0.1642,0,8,8,2,night,1.0,0.8388922846577078,0.9127134955483888,1,0.036124,0.22089999999999999
2011-01-03,48,1,0,1,0,0,1,1,1,0.22,0.3582,0,5,5,3,night,1.0,0.8163168826313831,0.9127134955483888,0,0.078804,0.1936
2011-01-03,49,1,0,1,1,0,1,1,1,0.2,0.4179,0,2,2,3,night,1.0,0.8018548480591745,0.9127134955483888,0,0.08358,0.1936
2011-01-03,50,1,0,1,4,0,1,1,1,0.16,0.3881,0,1,1,3,night,1.0,0.8342918234201965,0.9127134955483888,0,0.062096,0.22089999999999999
2011-01-03,51,1,0,1,5,0,1,1,1,0.16,0.2836,0,3,3,3,night,1.0,0.9090063926361744,0.9127134955483888,0,0.04537600000000001,0.22089999999999999
2011-01-03,52,1,0,1,6,0,1,1,1,0.14,0.3881,0,30,30,3,morning,1.0,0.9054121705685394,0.9127134955483888,0,0.05433400000000001,0.25
2011-01-03,53,1,0,1,7,0,1,1,1,0.14,0.194,1,63,64,3,morning,0.984375,0.9052410889673277,0.9127134955483888,1,0.027160000000000004,0.25
2011-01-03,54,1,0,1,8,0,1,1,1,0.14,0.2836,1,153,154,3,morning,0.9935064935064936,0.8967975977869581,0.9127134955483888,1,0.039704,0.25
2011-01-03,55,1,0,1,9,0,1,1,1,0.16,0.3881,7,81,88,3,morning,0.9204545454545454,0.854061979877075,0.9127134955483888,1,0.062096,0.18489999999999998
2011-01-03,56,1,0,1,10,0,1,1,1,0.18,0.2537,11,33,44,3,midday,0.75,0.7610313538911803,0.9127134955483888,1,0.045666,0.18489999999999998
2011-01-03,57,1,0,1,11,0,1,1,1,0.2,0.3284,10,41,51,3,midday,0.803921568627451,0.7484355684678509,0.9127134955483888,1,0.06568,0.16000000000000003
2011-01-03,58,1,0,1,12,0,1,1,1,0.22,0.2985,13,48,61,3,midday,0.7868852459016393,0.7706762783326729,0.9127134955483888,1,0.06566999999999999,0.12249999999999998
2011-01-03,59,1,0,1,13,0,1,1,1,0.24,0.2836,8,53,61,3,midday,0.8688524590163934,0.7616378079174793,0.9127134955483888,1,0.068064,0.12249999999999998
2011-01-03,60,1,0,1,14,0,1,1,1,0.26,0.2836,11,66,77,3,midday,0.8571428571428571,0.7343085608927046,0.9127134955483888,1,0.07373600000000001,0.09
2011-01-03,61,1,0,1,15,0,1,1,1,0.26,0.2537,14,58,72,3,midday,0.8055555555555556,0.7443709615117798,0.9127134955483888,1,0.06596199999999999,0.09
2011-01-03,62,1,0,1,16,0,1,1,1,0.26,0.2537,9,67,76,3,midday,0.881578947368421,0.7915030545157116,0.9127134955483888,1,0.06596199999999999,0.09
2011-01-03,63,1,0,1,17,0,1,1,1,0.24,0.2239,11,146,157,3,midday,0.9299363057324841,0.8218719530675913,0.9127134955483888,1,0.05373599999999999,0.09
2011-01-03,64,1,0,1,18,0,1,1,1,0.24,0.1045,9,148,157,3,afternoon,0.9426751592356688,0.841917754177425,0.9127134955483888,1,0.025079999999999998,0.1024
2011-01-03,65,1,0,1,19,0,1,1,1,0.2,0.0,8,102,110,3,afternoon,0.9272727272727272,0.8453556597500091,0.9127134955483888,1,0.0,0.22089999999999999
2011-01-03,66,1,0,1,20,0,1,1,1,0.2,0.1045,3,49,52,3,afternoon,0.9423076923076923,0.8440735162678698,0.9127134955483888,1,0.020900000000000002,0.22089999999999999
2011-01-03,67,1,0,1,21,0,1,1,1,0.18,0.1343,3,49,52,3,afternoon,0.9423076923076923,0.8463485753419405,0.9127134955483888,1,0.024174,0.4096
2011-01-03,68,1,0,1,22,0,1,1,1,0.14,0.1343,0,20,20,3,night,1.0,0.8437551432947441,0.9127134955483888,1,0.018802000000000003,0.4760999999999999
2011-01-03,69,1,0,1,23,0,1,1,1,0.18,0.1045,1,11,12,3,night,0.9166666666666666,0.8388922846577078,0.9127134955483888,1,0.018809999999999997,0.30250000000000005
2011-01-04,70,1,0,1,0,0,2,1,1,0.16,0.1045,0,5,5,4,night,1.0,0.8163168826313831,0.9127134955483888,0,0.01672,0.30250000000000005
2011-01-04,71,1,0,1,1,0,2,1,1,0.16,0.1045,0,2,2,4,night,1.0,0.8018548480591745,0.9127134955483888,0,0.01672,0.34809999999999997
2011-01-04,72,1,0,1,2,0,2,1,1,0.14,0.1343,0,1,1,4,night,1.0,0.7990380385685414,0.9127134955483888,0,0.018802000000000003,0.39690000000000003
2011-01-04,73,1,0,1,4,0,2,1,1,0.14,0.0896,0,2,2,4,night,1.0,0.8342918234201965,0.9127134955483888,0,0.012544000000000001,0.39690000000000003
2011-01-04,74,1,0,1,5,0,2,1,1,0.12,0.1045,0,4,4,4,night,1.0,0.9090063926361744,0.9127134955483888,0,0.012539999999999999,0.4624000000000001
2011-01-04,75,1,0,1,6,0,2,1,1,0.12,0.1045,0,36,36,4,morning,1.0,0.9054121705685394,0.9127134955483888,0,0.012539999999999999,0.5476
2011-01-04,76,1,0,1,7,0,2,1,1,0.12,0.1343,2,92,94,4,morning,0.9787234042553191,0.9052410889673277,0.9127134955483888,1,0.016116,0.5476
2011-01-04,77,1,0,1,8,0,2,1,1,0.14,0.1642,2,177,179,4,morning,0.9888268156424581,0.8967975977869581,0.9127134955483888,1,0.022988000000000005,0.4760999999999999
2011-01-04,78,1,0,1,9,0,2,1,1,0.16,0.2239,2,98,100,4,morning,0.98,0.854061979877075,0.9127134955483888,1,0.035824,0.4096
2011-01-04,79,1,0,1,10,0,2,1,2,0.16,0.3284,5,37,42,4,midday,0.8809523809523809,0.7610313538911803,0.9127134955483888,1,0.05254400000000001,0.4760999999999999
2011-01-04,80,1,0,1,11,0,2,1,1,0.22,0.2985,7,50,57,4,midday,0.8771929824561403,0.7484355684678509,0.9127134955483888,1,0.06566999999999999,0.2601
2011-01-04,81,1,0,1,12,0,2,1,1,0.22,0.1642,12,66,78,4,midday,0.8461538461538461,0.7706762783326729,0.9127134955483888,1,0.036124,0.2601
2011-01-04,82,1,0,1,13,0,2,1,1,0.24,0.194,18,79,97,4,midday,0.8144329896907216,0.7616378079174793,0.9127134955483888,1,0.04656,0.31360000000000005
2011-01-04,83,1,0,1,14,0,2,1,1,0.26,0.2239,9,54,63,4,midday,0.8571428571428571,0.7343085608927046,0.9127134955483888,1,0.058214,0.27040000000000003
2011-01-04,84,1,0,1,15,0,2,1,1,0.28,0.2537,17,48,65,4,midday,0.7384615384615385,0.7443709615117798,0.9127134955483888,1,0.071036,0.27040000000000003
2011-01-04,85,1,0,1,16,0,2,1,1,0.3,0.2537,15,68,83,4,midday,0.8192771084337349,0.7915030545157116,0.9127134955483888,1,0.07611,0.24009999999999998
2011-01-04,86,1,0,1,17,0,2,1,1,0.28,0.2239,10,202,212,4,midday,0.9528301886792453,0.8218719530675913,0.9127134955483888,1,0.062692,0.2304
2011-01-04,87,1,0,1,18,0,2,1,1,0.26,0.194,3,179,182,4,afternoon,0.9835164835164835,0.841917754177425,0.9127134955483888,1,0.050440000000000006,0.2304
2011-01-04,88,1,0,1,19,0,2,1,1,0.24,0.1045,2,110,112,4,afternoon,0.9821428571428571,0.8453556597500091,0.9127134955483888,1,0.025079999999999998,0.2304
2011-01-04,89,1,0,1,20,0,2,1,1,0.24,0.1045,1,53,54,4,afternoon,0.9814814814814815,0.8440735162678698,0.9127134955483888,1,0.025079999999999998,0.2304
2011-01-04,90,1,0,1,21,0,2,1,1,0.22,0.0,0,48,48,4,afternoon,1.0,0.8463485753419405,0.9127134955483888,1,0.0,0.4096
2011-01-04,91,1,0,1,22,0,2,1,1,0.22,0.0896,1,34,35,4,night,0.9714285714285714,0.8437551432947441,0.9127134955483888,1,0.019712,0.4096
2011-01-04,92,1,0,1,23,0,2,1,1,0.2,0.0896,2,9,11,4,night,0.8181818181818182,0.8388922846577078,0.9127134955483888,1,0.017920000000000002,0.4760999999999999
2011-01-05,93,1,0,1,0,0,3,1,1,0.2,0.0,0,6,6,5,night,1.0,0.8163168826313831,0.9127134955483888,0,0.0,0.4096
2011-01-05,94,1,0,1,1,0,3,1,1,0.16,0.0896,0,6,6,5,night,1.0,0.8018548480591745,0.9127134955483888,0,0.014336,0.5476
2011-01-05,95,1,0,1,2,0,3,1,1,0.16,0.0896,0,2,2,5,night,1.0,0.7990380385685414,0.9127134955483888,0,0.014336,0.5476
2011-01-05,96,1,0,1,4,0,3,1,1,0.24,0.2239,0,2,2,5,night,1.0,0.8342918234201965,0.9127134955483888,0,0.05373599999999999,0.2304
2011-01-05,97,1,0,1,5,0,3,1,1,0.22,0.1642,0,3,3,5,night,1.0,0.9090063926361744,0.9127134955483888,0,0.036124,0.22089999999999999
2011-01-05,98,1,0,1,6,0,3,1,1,0.2,0.2239,0,33,33,5,morning,1.0,0.9054121705685394,0.9127134955483888,0,0.04478,0.22089999999999999
2011-01-05,99,1,0,1,7,0,3,1,1,0.18,0.194,1,87,88,5,morning,0.9886363636363636,0.9052410889673277,0.9127134955483888,1,0.03492,0.18489999999999998
2011-01-05,100,1,0,1,8,0,3,1,1,0.2,0.2985,3,192,195,5,morning,0.9846153846153847,0.8967975977869581,0.9127134955483888,1,0.0597,0.16000000000000003
2011-01-05,101,1,0,1,9,0,3,1,1,0.22,0.3284,6,109,115,5,morning,0.9478260869565217,0.854061979877075,0.9127134955483888,1,0.072248,0.1369
2011-01-05,102,1,0,1,10,0,3,1,1,0.22,0.3284,4,53,57,5,midday,0.9298245614035088,0.7610313538911803,0.9127134955483888,1,0.072248,0.1369
2011-01-05,103,1,0,1,11,0,3,1,1,0.26,0.3284,12,34,46,5,midday,0.7391304347826086,0.7484355684678509,0.9127134955483888,1,0.08538400000000002,0.10890000000000001
2011-01-05,104,1,0,1,12,0,3,1,1,0.26,0.3284,5,74,79,5,midday,0.9367088607594937,0.7706762783326729,0.9127134955483888,1,0.08538400000000002,0.10890000000000001
2011-01-05,105,1,0,1,13,0,3,1,1,0.28,0.2985,6,65,71,5,midday,0.9154929577464789,0.7616378079174793,0.9127134955483888,1,0.08358,0.09
2011-01-05,106,1,0,1,14,0,3,1,1,0.3,0.194,10,52,62,5,midday,0.8387096774193549,0.7343085608927046,0.9127134955483888,1,0.0582,0.07840000000000001
2011-01-05,107,1,0,1,15,0,3,1,1,0.3,0.194,7,55,62,5,midday,0.8870967741935484,0.7443709615117798,0.9127134955483888,1,0.0582,0.07840000000000001
2011-01-05,108,1,0,1,16,0,3,1,1,0.3,0.0896,4,85,89,5,midday,0.9550561797752809,0.7915030545157116,0.9127134955483888,1,0.026879999999999998,0.07840000000000001
2011-01-05,109,1,0,1,17,0,3,1,1,0.24,0.194,4,186,190,5,midday,0.9789473684210527,0.8218719530675913,0.9127134955483888,1,0.04656,0.1444
2011-01-05,110,1,0,1,18,0,3,1,1,0.24,0.1343,3,166,169,5,afternoon,0.9822485207100592,0.841917754177425,0.9127134955483888,1,0.032232,0.1444
2011-01-05,111,1,0,1,19,0,3,1,1,0.24,0.1045,5,127,132,5,afternoon,0.9621212121212122,0.8453556597500091,0.9127134955483888,1,0.025079999999999998,0.1444
2011-01-05,112,1,0,1,20,0,3,1,1,0.22,0.1642,7,82,89,5,afternoon,0.9213483146067416,0.8440735162678698,0.9127134955483888,1,0.036124,0.22089999999999999
2011-01-05,113,1,0,1,21,0,3,1,1,0.2,0.194,3,40,43,5,afternoon,0.9302325581395349,0.8463485753419405,0.9127134955483888,1,0.0388,0.2601
2011-01-05,114,1,0,1,22,0,3,1,1,0.18,0.1343,1,41,42,5,night,0.9761904761904762,0.8437551432947441,0.9127134955483888,1,0.024174,0.30250000000000005
2011-01-05,115,1,0,1,23,0,3,1,1,0.2,0.0,1,18,19,5,night,0.9473684210526315,0.8388922846577078,0.9127134955483888,1,0.0,0.22089999999999999
2011-01-06,116,1,0,1,0,0,4,1,1,0.18,0.0,0,11,11,6,night,1.0,0.8163168826313831,0.9127134955483888,0,0.0,0.30250000000000005
2011-01-06,117,1,0,1,1,0,4,1,1,0.16,0.0,0,4,4,6,night,1.0,0.8018548480591745,0.9127134955483888,0,0.0,0.4096
2011-01-06,118,1,0,1,2,0,4,1,1,0.16,0.0,0,2,2,6,night,1.0,0.7990380385685414,0.9127134955483888,0,0.0,0.4096
2011-01-06,119,1,0,1,4,0,4,1,2,0.16,0.0896,0,1,1,6,night,1.0,0.8342918234201965,0.9127134955483888,0,0.014336,0.4096
2011-01-06,120,1,0,1,5,0,4,1,2,0.14,0.0896,0,4,4,6,night,1.0,0.9090063926361744,0.9127134955483888,0,0.012544000000000001,0.4760999999999999
2011-01-06,121,1,0,1,6,0,4,1,2,0.14,0.1045,0,36,36,6,morning,1.0,0.9054121705685394,0.9127134955483888,0,0.01463,0.39690000000000003
2011-01-06,122,1,0,1,7,0,4,1,2,0.16,0.0,0,95,95,6,morning,1.0,0.9052410889673277,0.9127134955483888,1,0.0,0.34809999999999997
2011-01-06,123,1,0,1,8,0,4,1,1,0.16,0.0,3,216,219,6,morning,0.9863013698630136,0.8967975977869581,0.9127134955483888,1,0.0,0.34809999999999997
2011-01-06,124,1,0,1,9,0,4,1,2,0.18,0.0,6,116,122,6,morning,0.9508196721311475,0.854061979877075,0.9127134955483888,1,0.0,0.2601
2011-01-06,125,1,0,1,10,0,4,1,1,0.2,0.0,3,42,45,6,midday,0.9333333333333333,0.7610313538911803,0.9127134955483888,1,0.0,0.22089999999999999
2011-01-06,126,1,0,1,11,0,4,1,1,0.22,0.0896,2,57,59,6,midday,0.9661016949152542,0.7484355684678509,0.9127134955483888,1,0.019712,0.1936
2011-01-06,127,1,0,1,12,0,4,1,1,0.26,0.0,6,78,84,6,midday,0.9285714285714286,0.7706762783326729,0.9127134955483888,1,0.0,0.12249999999999998
2011-01-06,128,1,0,1,13,0,4,1,1,0.26,0.1045,12,55,67,6,midday,0.8208955223880597,0.7616378079174793,0.9127134955483888,1,0.02717,0.12249999999999998
2011-01-06,129,1,0,1,14,0,4,1,1,0.28,0.1642,11,59,70,6,midday,0.8428571428571429,0.7343085608927046,0.9127134955483888,1,0.04597600000000001,0.1296
2011-01-06,130,1,0,1,15,0,4,1,1,0.28,0.0,8,54,62,6,midday,0.8709677419354839,0.7443709615117798,0.9127134955483888,1,0.0,0.1296
2011-01-06,131,1,0,1,16,0,4,1,1,0.26,0.1642,12,74,86,6,midday,0.8604651162790697,0.7915030545157116,0.9127134955483888,1,0.04269200000000001,0.1444
2011-01-06,132,1,0,1,17,0,4,1,1,0.22,0.1642,9,163,172,6,midday,0.9476744186046512,0.8218719530675913,0.9127134955483888,1,0.036124,0.2601
2011-01-06,133,1,0,1,18,0,4,1,1,0.22,0.1343,5,158,163,6,afternoon,0.9693251533742331,0.841917754177425,0.9127134955483888,1,0.029546,0.2601
2011-01-06,134,1,0,1,19,0,4,1,1,0.22,0.0896,3,109,112,6,afternoon,0.9732142857142857,0.8453556597500091,0.9127134955483888,1,0.019712,0.30250000000000005
2011-01-06,135,1,0,1,20,0,4,1,1,0.2,0.1642,3,66,69,6,afternoon,0.9565217391304348,0.8440735162678698,0.9127134955483888,1,0.03284,0.2601
2011-01-06,136,1,0,1,21,0,4,1,2,0.22,0.2239,0,48,48,6,afternoon,1.0,0.8463485753419405,0.9127134955483888,1,0.049257999999999996,0.30250000000000005
2011-01-06,137,1,0,1,22,0,4,1,2,0.22,0.2836,1,51,52,6,night,0.9807692307692307,0.8437551432947441,0.9127134955483888,1,0.062392,0.2601
2011-01-06,138,1,0,1,23,0,4,1,2,0.2,0.194,4,19,23,6,night,0.8260869565217391,0.8388922846577078,0.9127134955483888,1,0.0388,0.34809999999999997
2011-01-07,139,1,0,1,0,0,5,1,2,0.2,0.194,4,13,17,7,night,0.7647058823529411,0.8163168826313831,0.9127134955483888,0,0.0388,0.4096
2011-01-07,140,1,0,1,1,0,5,1,2,0.2,0.2239,2,5,7,7,night,0.7142857142857143,0.8018548480591745,0.9127134955483888,0,0.04478,0.4760999999999999
2011-01-07,141,1,0,1,2,0,5,1,2,0.2,0.2239,0,1,1,7,night,1.0,0.7990380385685414,0.9127134955483888,0,0.04478,0.4760999999999999
2011-01-07,142,1,0,1,4,0,5,1,2,0.2,0.1343,0,1,1,7,night,1.0,0.8342918234201965,0.9127134955483888,0,0.026860000000000002,0.4760999999999999
2011-01-07,143,1,0,1,5,0,5,1,3,0.22,0.0,0,5,5,7,night,1.0,0.9090063926361744,0.9127134955483888,0,0.0,0.30250000000000005
2011-01-07,144,1,0,1,6,0,5,1,2,0.2,0.0,8,26,34,7,morning,0.7647058823529411,0.9054121705685394,0.9127134955483888,0,0.0,0.4760999999999999
2011-01-07,145,1,0,1,7,0,5,1,1,0.2,0.1343,8,76,84,7,morning,0.9047619047619048,0.9052410889673277,0.9127134955483888,1,0.026860000000000002,0.4760999999999999
2011-01-07,146,1,0,1,8,0,5,1,1,0.2,0.2537,20,190,210,7,morning,0.9047619047619048,0.8967975977869581,0.9127134955483888,1,0.05074,0.2601
2011-01-07,147,1,0,1,9,0,5,1,1,0.2,0.2985,9,125,134,7,morning,0.9328358208955224,0.854061979877075,0.9127134955483888,1,0.0597,0.22089999999999999
2011-01-07,148,1,0,1,10,0,5,1,1,0.22,0.3284,16,47,63,7,midday,0.746031746031746,0.7610313538911803,0.9127134955483888,1,0.072248,0.1369
2011-01-07,149,1,0,1,11,0,5,1,2,0.2,0.2239,19,48,67,7,midday,0.7164179104477612,0.7484355684678509,0.9127134955483888,1,0.04478,0.16000000000000003
2011-01-07,150,1,0,1,12,0,5,1,2,0.2,0.2537,9,50,59,7,midday,0.847457627118644,0.7706762783326729,0.9127134955483888,1,0.05074,0.1369
2011-01-07,151,1,0,1,13,0,5,1,2,0.2,0.2836,9,64,73,7,midday,0.8767123287671232,0.7616378079174793,0.9127134955483888,1,0.056720000000000007,0.1369
2011-01-07,152,1,0,1,14,0,5,1,2,0.2,0.2537,7,43,50,7,midday,0.86,0.7343085608927046,0.9127134955483888,1,0.05074,0.16000000000000003
2011-01-07,153,1,0,1,15,0,5,1,2,0.2,0.1642,9,63,72,7,midday,0.875,0.7443709615117798,0.9127134955483888,1,0.03284,0.1369
2011-01-07,154,1,0,1,16,0,5,1,2,0.2,0.1642,5,82,87,7,midday,0.9425287356321839,0.7915030545157116,0.9127134955483888,1,0.03284,0.1369
2011-01-07,155,1,0,1,17,0,5,1,2,0.2,0.0,9,178,187,7,midday,0.9518716577540107,0.8218719530675913,0.9127134955483888,1,0.0,0.1369
2011-01-07,156,1,0,1,18,0,5,1,1,0.2,0.0896,7,116,123,7,afternoon,0.943089430894309,0.841917754177425,0.9127134955483888,1,0.017920000000000002,0.16000000000000003
2011-01-07,157,1,0,1,19,0,5,1,1,0.16,0.0896,3,92,95,7,afternoon,0.968421052631579,0.8453556597500091,0.9127134955483888,1,0.014336,0.30250000000000005
2011-01-07,158,1,0,1,20,0,5,1,1,0.18,0.1045,1,50,51,7,afternoon,0.9803921568627451,0.8440735162678698,0.9127134955483888,1,0.018809999999999997,0.22089999999999999
2011-01-07,159,1,0,1,21,0,5,1,1,0.18,0.1343,0,39,39,7,afternoon,1.0,0.8463485753419405,0.9127134955483888,1,0.024174,0.22089999999999999
2011-01-07,160,1,0,1,22,0,5,1,2,0.18,0.1642,2,34,36,7,night,0.9444444444444444,0.8437551432947441,0.9127134955483888,1,0.029556000000000002,0.18489999999999998
2011-01-07,161,1,0,1,23,0,5,1,2,0.18,0.1642,1,14,15,7,night,0.9333333333333333,0.8388922846577078,0.9127134955483888,1,0.029556000000000002,0.2601
