dteday,hr,holiday,workingday,temp,hum^2,windspeed,temp*windspeed,day_night,pct_registered_hourly,pct_registered_monthly,season_1,season_2,season_3,season_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_1,weathersit_2,weathersit_3,weathersit_4,dayInstant_afternoon,dayInstant_midday,dayInstant_morning,dayInstant_night
2011-01-02,14,0,0,0.36,0.5776,0.194,0.06984,1,0.7343085608927046,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011-01-02,15,0,0,0.34,0.6561000000000001,0.1642,0.055828,1,0.7443709615117798,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011-01-02,16,0,0,0.34,0.5041,0.1642,0.055828,1,0.7915030545157116,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011-01-02,17,0,0,0.34,0.3248999999999999,0.194,0.06596,1,0.8218719530675913,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-02,18,0,0,0.36,0.2116,0.3284,0.118224,1,0.841917754177425,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02,19,0,0,0.32,0.1763999999999999,0.4478,0.143296,1,0.8453556597500091,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-02,20,0,0,0.3,0.1521,0.3582,0.10746,1,0.8440735162678698,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-02,21,0,0,0.26,0.1936,0.3284,0.085384,1,0.8463485753419405,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-02,22,0,0,0.24,0.1936,0.2985,0.07164,1,0.8437551432947441,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-02,23,0,0,0.22,0.2208999999999999,0.1642,0.036124,1,0.8388922846577078,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-03,0,0,1,0.22,0.1936,0.3582,0.078804,0,0.8163168826313831,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-03,1,0,1,0.2,0.1936,0.4179,0.08358,0,0.8018548480591745,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-03,4,0,1,0.16,0.2208999999999999,0.3881,0.062096,0,0.8342918234201965,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-03,5,0,1,0.16,0.2208999999999999,0.2836,0.045376,0,0.9090063926361744,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-03,6,0,1,0.14,0.25,0.3881,0.054334,0,0.9054121705685394,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-03,7,0,1,0.14,0.25,0.194,0.02716,1,0.9052410889673276,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-03,8,0,1,0.14,0.25,0.2836,0.039704,1,0.8967975977869581,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-03,9,0,1,0.16,0.1848999999999999,0.3881,0.062096,1,0.854061979877075,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-03,10,0,1,0.18,0.1848999999999999,0.2537,0.045666,1,0.7610313538911803,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,11,0,1,0.2,0.16,0.3284,0.06568,1,0.7484355684678509,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,12,0,1,0.22,0.1224999999999999,0.2985,0.0656699999999999,1,0.7706762783326729,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,13,0,1,0.24,0.1224999999999999,0.2836,0.068064,1,0.7616378079174793,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,14,0,1,0.26,0.09,0.2836,0.073736,1,0.7343085608927046,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,15,0,1,0.26,0.09,0.2537,0.0659619999999999,1,0.7443709615117798,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,16,0,1,0.26,0.09,0.2537,0.0659619999999999,1,0.7915030545157116,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,17,0,1,0.24,0.09,0.2239,0.0537359999999999,1,0.8218719530675913,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-03,18,0,1,0.24,0.1024,0.1045,0.0250799999999999,1,0.841917754177425,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03,19,0,1,0.2,0.2208999999999999,0.0,0.0,1,0.8453556597500091,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03,20,0,1,0.2,0.2208999999999999,0.1045,0.0209,1,0.8440735162678698,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03,21,0,1,0.18,0.4096,0.1343,0.024174,1,0.8463485753419405,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03,22,0,1,0.14,0.4760999999999999,0.1343,0.018802,1,0.8437551432947441,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-03,23,0,1,0.18,0.3025,0.1045,0.0188099999999999,1,0.8388922846577078,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,0,0,1,0.16,0.3025,0.1045,0.01672,0,0.8163168826313831,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,1,0,1,0.16,0.3480999999999999,0.1045,0.01672,0,0.8018548480591745,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,2,0,1,0.14,0.3969,0.1343,0.018802,0,0.7990380385685414,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,4,0,1,0.14,0.3969,0.0896,0.012544,0,0.8342918234201965,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,5,0,1,0.12,0.4624000000000001,0.1045,0.0125399999999999,0,0.9090063926361744,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,6,0,1,0.12,0.5476,0.1045,0.0125399999999999,0,0.9054121705685394,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-04,7,0,1,0.12,0.5476,0.1343,0.016116,1,0.9052410889673276,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-04,8,0,1,0.14,0.4760999999999999,0.1642,0.022988,1,0.8967975977869581,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-04,9,0,1,0.16,0.4096,0.2239,0.035824,1,0.854061979877075,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-04,10,0,1,0.16,0.4760999999999999,0.3284,0.052544,1,0.7610313538911803,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2011-01-04,11,0,1,0.22,0.2601,0.2985,0.0656699999999999,1,0.7484355684678509,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,12,0,1,0.22,0.2601,0.1642,0.036124,1,0.7706762783326729,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,13,0,1,0.24,0.3136,0.194,0.04656,1,0.7616378079174793,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,14,0,1,0.26,0.2704,0.2239,0.058214,1,0.7343085608927046,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,15,0,1,0.28,0.2704,0.2537,0.071036,1,0.7443709615117798,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,16,0,1,0.3,0.2400999999999999,0.2537,0.07611,1,0.7915030545157116,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,17,0,1,0.28,0.2304,0.2239,0.062692,1,0.8218719530675913,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-04,18,0,1,0.26,0.2304,0.194,0.05044,1,0.841917754177425,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04,19,0,1,0.24,0.2304,0.1045,0.0250799999999999,1,0.8453556597500091,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04,20,0,1,0.24,0.2304,0.1045,0.0250799999999999,1,0.8440735162678698,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04,21,0,1,0.22,0.4096,0.0,0.0,1,0.8463485753419405,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04,22,0,1,0.22,0.4096,0.0896,0.019712,1,0.8437551432947441,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-04,23,0,1,0.2,0.4760999999999999,0.0896,0.01792,1,0.8388922846577078,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,0,0,1,0.2,0.4096,0.0,0.0,0,0.8163168826313831,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,1,0,1,0.16,0.5476,0.0896,0.014336,0,0.8018548480591745,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,2,0,1,0.16,0.5476,0.0896,0.014336,0,0.7990380385685414,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,4,0,1,0.24,0.2304,0.2239,0.0537359999999999,0,0.8342918234201965,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,5,0,1,0.22,0.2208999999999999,0.1642,0.036124,0,0.9090063926361744,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,6,0,1,0.2,0.2208999999999999,0.2239,0.04478,0,0.9054121705685394,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-01-05,7,0,1,0.18,0.1848999999999999,0.194,0.03492,1,0.9052410889673276,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-01-05,8,0,1,0.2,0.16,0.2985,0.0597,1,0.8967975977869581,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-01-05,9,0,1,0.22,0.1369,0.3284,0.072248,1,0.854061979877075,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-01-05,10,0,1,0.22,0.1369,0.3284,0.072248,1,0.7610313538911803,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,11,0,1,0.26,0.1089,0.3284,0.085384,1,0.7484355684678509,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,12,0,1,0.26,0.1089,0.3284,0.085384,1,0.7706762783326729,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,13,0,1,0.28,0.09,0.2985,0.08358,1,0.7616378079174793,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,14,0,1,0.3,0.0784,0.194,0.0582,1,0.7343085608927046,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,15,0,1,0.3,0.0784,0.194,0.0582,1,0.7443709615117798,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,16,0,1,0.3,0.0784,0.0896,0.0268799999999999,1,0.7915030545157116,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,17,0,1,0.24,0.1444,0.194,0.04656,1,0.8218719530675913,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-01-05,18,0,1,0.24,0.1444,0.1343,0.032232,1,0.841917754177425,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-05,19,0,1,0.24,0.1444,0.1045,0.0250799999999999,1,0.8453556597500091,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-05,20,0,1,0.22,0.2208999999999999,0.1642,0.036124,1,0.8440735162678698,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-05,21,0,1,0.2,0.2601,0.194,0.0388,1,0.8463485753419405,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-05,22,0,1,0.18,0.3025,0.1343,0.024174,1,0.8437551432947441,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-05,23,0,1,0.2,0.2208999999999999,0.0,0.0,1,0.8388922846577078,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2011-01-06,0,0,1,0.18,0.3025,0.0,0.0,0,0.8163168826313831,0.9127134955483888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
